GivenName,Surname,Birthday,CountryFull,Kilograms,Centimeters,BloodType
Benjamin,McNaughton,9/25/1993,Belgium,60.6,175,B+
Carlos,Cardoso,8/26/1980,Canada,90.6,180,A+
Luka,Ross,10/10/1995,Belgium,67.9,182,A+
Jeffrey,Torres,6/10/1993,Brazil,64.7,182,O+
Craig,Johnstone,3/15/1979,Denmark,110.9,178,O+
Scudamor,Brownlock,2/23/1996,Cyprus (Anglicized),65.4,68,B+
Sergio,Wilson,4/19/1979,Canada,98.7,187,B+
Connor,Simpson,11/10/1981,Canada,102.8,172,O+
Magnus,Oldbuck,5/2/1989,Belgium,65.9,63,O-
Karl,Ganz,1/20/1985,Cyprus (Anglicized),79.3,190,O+
Simon,Jamieson,3/4/1993,Canada,63.5,170,O+
Innocent,Alexeeva,6/18/1984,Brazil,97.1,184,B+
Tomás,Carvalho,6/18/1994,Canada,72.0,190,A+
Drogo,Headstrong,9/30/1985,Canada,67.8,107,A+
Borislav,Shcherbakov,11/4/1995,Denmark,53.8,185,O-
Jonathan,Scott,9/15/1989,Brazil,93.2,180,B+
Yaropolk,Alekseeva,8/29/1984,Denmark,71.8,172,O+
Alaric,Baggins,5/13/1979,Belgium,67.4,116,O+
Timur,Ponomaryov,3/27/1984,Belgium,67.5,170,A-
Edward,Graham,9/6/1994,Denmark,77.6,178,O+
Banazir,Goldworthy,6/1/1982,Austria,53.0,83,O-
Ahmad,Campbell,8/21/1985,Cyprus (Anglicized),79.7,178,B-
José,Oliveira,8/20/1996,Czech Republic,81.9,176,O+
Aleksander,Kerr,3/29/1979,Cyprus (Anglicized),92.0,168,A+
Sean,Miller,3/4/1994,Austria,54.9,173,B+
Kai,Sousa,10/25/1981,Denmark,84.9,177,O+
Keir,Gibson,11/9/1989,Denmark,69.7,182,A+
Celedor,Banks,10/1/1982,Denmark,55.6,73,A+
Felipe,Santos,4/14/1997,Czech Republic,52.4,184,B+
Jak,McGregor,11/20/1980,Belgium,76.1,175,B+
Meneaduc,Bracegirdle,11/9/1982,Austria,57.6,85,AB+
Milo,Proudfoot,11/19/1994,Austria,64.6,102,A+
Klim,Izmailov,3/19/1980,Belgium,93.0,169,A+
Vitor,Martins,11/12/1993,Denmark,90.5,167,B+
Arthur,Oliveira,3/13/1995,Denmark,99.9,169,O+
Hugo,McDonald,8/22/1984,Denmark,84.3,183,O+
Joseph,Burns,3/28/1987,Cyprus (Anglicized),108.9,188,B+
Daniel,Melo,1/29/1988,Cyprus (Anglicized),92.3,171,B+
Oles,Volodin,4/15/1996,Belgium,61.3,175,A+
Kelly,Hunt,8/8/1990,Cyprus (Anglicized),62.0,190,B+
Athanaric,Hayward,7/26/1983,Czech Republic,64.6,82,A+
Jesse,Aitken,8/23/1985,Belgium,73.1,190,B+
Nathan,Ratner,4/8/1986,Canada,73.6,190,O-
Rodion,Kovalyov,6/30/1992,Cyprus (Anglicized),67.8,179,O+
George,Neal,3/9/1983,Czech Republic,90.4,173,O+
Bodo,Brandagamba,4/4/1982,Czech Republic,50.0,107,O-
Rodrigo,Lima,3/11/1990,Belgium,87.1,184,A+
Hildigard,Zaragamba,6/24/1996,Austria,61.6,98,O+
Enzo,Ribeiro,2/27/1982,Brazil,112.4,180,O+
Robert,Fuqua,6/2/1988,Cyprus (Anglicized),75.9,175,A+
Ernie,Morales,7/12/1989,Czech Republic,84.2,181,A+
Davi,Santos,1/25/1987,Brazil,61.1,182,B+
Spiridon,Muravyov,9/3/1993,Cyprus (Anglicized),75.2,171,B+
Lennox,McKay,5/9/1982,Denmark,105.5,168,O+
Kaua,Barros,7/10/1982,Denmark,65.9,171,O+
Cailean,Wright,10/12/1983,Belgium,93.9,183,A+
Luís,Cardoso,10/7/1988,Belgium,71.9,174,O+
Grossman,Brandagamba,6/30/1991,Denmark,63.7,114,O+
Luiz,Correia,4/10/1987,Belgium,78.8,185,AB+
Luan,Costa,8/27/1989,Canada,97.9,188,B+
Kauã,Barbosa,2/2/1991,Austria,75.4,190,A-
Paul,Saulter,5/4/1980,Canada,73.8,179,O+
Felipe,Costa,6/24/1987,Belgium,68.5,168,O-
Joe,Wells,12/16/1992,Cyprus (Anglicized),82.9,184,B+
Cameron,Swanson,12/6/1984,Brazil,62.3,174,AB+
Kondrat,Maslov,8/6/1992,Denmark,62.4,179,A+
Thiago,Rodrigues,8/6/1982,Brazil,98.5,188,O-
Bildat,Rumble,7/24/1990,Austria,61.6,64,O+
Louis,Huff,4/11/1993,Cyprus (Anglicized),88.9,188,A+
Leonardo,Barros,11/24/1987,Denmark,62.0,187,B+
David,Gagne,4/19/1984,Brazil,90.5,186,A+
Renan,Gomes,9/4/1995,Austria,55.1,181,AB+
Bruno,Alves,8/25/1981,Canada,68.8,176,O+
Adelbert,Goodchild,7/10/1988,Canada,61.5,92,O+
Michael,Herrera,3/23/1982,Austria,113.0,185,A+
Merimas,Brownlock,8/25/1991,Brazil,57.1,98,A+
Robert,Seleznev,11/16/1983,Denmark,73.3,177,B+
Pedro,Cardoso,3/14/1991,Belgium,102.2,182,B+
Joseph,Espinoza,6/15/1993,Austria,73.6,168,O+
Eduardo,Cardoso,10/29/1992,Czech Republic,72.3,190,B+
José,Cavalcanti,4/16/1995,Canada,73.2,164,O+
Cory,Jones,2/2/1983,Austria,70.4,182,O+
Freddie,Duncan,4/24/1987,Czech Republic,72.6,173,B+
Júlio,Almeida,7/9/1988,Austria,108.9,188,A+
Derek,Dayton,7/21/1992,Canada,106.2,181,A+
Matheus,Ferreira,10/18/1978,Canada,102.1,181,A+
Ibrahim,Anderson,9/1/1982,Brazil,81.4,176,B+
Marcho,Diggle,8/23/1988,Czech Republic,61.4,95,A-
Miguel,Kearns,2/10/1979,Brazil,106.5,171,A+
Rostislav,Yuriev,10/14/1989,Austria,59.4,190,B+
Nail,Uvarov,12/31/1984,Austria,64.7,171,O+
Troy,Ferguson,2/20/1994,Cyprus (Anglicized),84.3,173,O+
Hilarion,Ponomarev,11/28/1985,Cyprus (Anglicized),103.2,179,B+
Rice,Tretyakov,10/30/1978,Brazil,65.8,174,O+
Filip,Cunningham,10/6/1994,Brazil,70.3,170,O+
Danilo,Rodrigues,11/5/1979,Brazil,92.3,189,B+
Lawrence,Avdeev,10/3/1978,Denmark,100.3,180,A+
Jason,Routh,1/4/1983,Brazil,87.1,169,B-
Keiran,King,2/3/1986,Belgium,92.5,171,AB+
David,Booher,1/14/1991,Brazil,101.0,190,O+
Bruno,Lima,1/21/1986,Cyprus (Anglicized),90.5,185,A+
Luís,Cavalcanti,11/11/1994,Belgium,88.8,187,O+
Sebastian,Thomson,10/28/1985,Denmark,61.1,168,AB+
Carlos,Rodrigues,5/31/1983,Czech Republic,103.3,175,A+
Zakir,Azarov,4/19/1997,Belgium,87.5,183,B+
Rustam,Fedorov,3/8/1982,Belgium,79.0,189,B+
Luan,Fernandes,10/30/1980,Brazil,113.1,190,A-
Vyacheslav,Fyodorov,9/20/1980,Austria,74.2,182,O+
Paramon,Sozonov,11/25/1981,Austria,87.3,189,AB-
Bartosz,McKay,4/24/1980,Brazil,89.7,183,B+
Lotho,Hayward,1/11/1984,Canada,48.4,79,B+
Julius,Golubov,10/11/1993,Brazil,83.9,171,O+
Jose,Janssen,3/23/1990,Belgium,77.6,178,O+
Paul,Franks,1/20/1997,Austria,60.7,169,A+
Sviatoslav,Voronov,2/26/1981,Austria,67.0,187,A+
Vsevolod,Bykov,5/31/1993,Belgium,97.1,188,A+
Marcos,Oliveira,4/26/1984,Canada,88.1,178,B+
Daniel,Aliyev,4/11/1991,Denmark,60.1,174,O+
Scudamor,Baggins,9/8/1983,Denmark,54.3,91,AB+
Lauchlan,Ritchie,5/18/1992,Brazil,59.7,170,O+
Dwayne,Abrams,3/10/1996,Belgium,89.5,185,O+
Frazer,McIntyre,7/27/1982,Cyprus (Anglicized),80.7,178,B+
Donald,Watson,3/26/1980,Austria,97.6,180,B+
Joseph,Lavrentiev,3/23/1987,Czech Republic,64.7,173,A+
Ephraim,Avdeev,12/3/1994,Austria,87.7,190,O+
Caio,Rocha,3/19/1987,Czech Republic,60.7,184,B+
Kauan,Sousa,5/7/1982,Canada,86.7,186,O-
Isengrim,Banks,9/25/1982,Denmark,50.6,83,B+
Bartosz,Mackay,3/11/1985,Cyprus (Anglicized),84.2,181,B+
Vadim,Kozlov,12/24/1996,Austria,63.9,175,A+
David,Long,9/8/1984,Cyprus (Anglicized),88.7,183,O+
Donald,Clark,1/7/1986,Denmark,78.1,182,O+
Elisha,Seleznev,6/27/1989,Cyprus (Anglicized),100.9,187,O+
Igor,Cunha,6/16/1996,Cyprus (Anglicized),82.9,172,O+
Pimen,Krylov,6/13/1988,Denmark,104.8,190,B+
Nicolash,Ferreira,9/29/1986,Czech Republic,102.8,168,A+
Vitor,Sousa,5/30/1995,Cyprus (Anglicized),77.9,175,O+
Adelgrim,Fairbairn,12/27/1978,Belgium,50.9,62,A+
Robin,Headstrong,8/26/1988,Denmark,57.3,104,A+
Celedor,Burrows,8/5/1981,Cyprus (Anglicized),51.2,70,A+
John,Hartsell,12/2/1996,Czech Republic,84.3,165,O+
Nibs,Roper,7/3/1988,Cyprus (Anglicized),47.5,96,A+
Craig,Sweet,2/15/1997,Brazil,78.8,168,O+
Lucas,Walker,4/16/1981,Czech Republic,88.5,182,B+
Hamfast,Brockhouse,9/23/1988,Brazil,59.3,103,O+
James,Cowan,12/9/1987,Cyprus (Anglicized),80.7,185,O+
Rafael,Araujo,10/8/1986,Cyprus (Anglicized),71.9,189,B+
Mosco,Proudfoot,4/14/1989,Czech Republic,65.9,85,O+
Ted,Baggins,7/10/1979,Cyprus (Anglicized),58.3,121,O+
Sviatoslav,Krylov,12/29/1990,Brazil,103.9,179,O+
Davi,Correia,3/25/1991,Cyprus (Anglicized),96.4,177,B+
Willie,Perry,12/17/1981,Cyprus (Anglicized),81.1,177,A+
Joseph,Baranov,7/22/1983,Belgium,105.6,190,A+
Andrew,Pereira,12/16/1980,Denmark,105.2,168,O+
Martin,Jenkins,6/11/1996,Denmark,58.4,179,B+
Marco,Sandyman,7/28/1990,Brazil,64.1,114,O+
Ruari,Hunter,7/27/1979,Cyprus (Anglicized),89.9,173,O+
Razanur,Clayhanger,10/7/1993,Canada,52.6,93,A+
Zossima,Gorbunov,6/1/1979,Brazil,109.2,169,A+
Gustavo,Almeida,1/28/1989,Austria,103.6,190,O+
Bartosz,Watt,1/22/1982,Belgium,62.1,185,O+
Andrew,Izmaylov,12/3/1996,Denmark,51.3,161,O+
Dementi,Belov,3/13/1985,Austria,91.9,185,O+
Nicephorus,Tretiakov,8/2/1984,Cyprus (Anglicized),63.0,171,A+
Pedro,Araujo,2/21/1991,Cyprus (Anglicized),99.1,184,O+
Daryl,Wallace,8/27/1978,Austria,93.8,183,A+
Cerdic,Tûk,8/15/1978,Denmark,55.4,62,O+
Jerry,Scott,3/30/1984,Canada,102.1,168,A+
Elijah,Gordon,11/2/1982,Brazil,73.6,186,B+
Largo,Noakes,9/9/1990,Cyprus (Anglicized),62.9,113,B+
Kristian,Fleming,3/21/1994,Denmark,88.2,187,O+
Shane,Reid,1/27/1991,Belgium,95.3,174,B+
Gregory,Yevseyev,2/5/1981,Cyprus (Anglicized),68.0,175,A+
Muhammed,Fraser,7/16/1978,Brazil,90.9,168,B+
Julian,Barros,12/22/1991,Cyprus (Anglicized),63.2,184,A+
Caio,Ribeiro,12/26/1989,Czech Republic,68.5,183,B+
Dorofei,Alekseyeva,7/1/1995,Austria,71.7,189,O-
Holman,Rumble,8/26/1989,Canada,56.9,81,A+
Zander,Hill,11/23/1993,Denmark,97.1,187,O+
Alex,Aksyonov,11/4/1984,Brazil,82.2,186,O+
Joseph,Moreau,6/17/1995,Czech Republic,59.7,179,AB+
Marmadoc,Gardner,6/29/1994,Brazil,59.7,79,AB+
Boris,Ponomaryov,12/4/1995,Cyprus (Anglicized),92.4,164,A+
Hasan,Clark,4/27/1990,Belgium,85.2,172,O+
Philemon,Belousov,11/11/1991,Czech Republic,83.4,170,A+
Ivan,Maclean,1/17/1981,Czech Republic,75.4,181,B+
Matheus,Barbosa,5/25/1987,Austria,79.9,171,A-
Kauã,Barros,4/28/1987,Belgium,105.2,183,O+
Flynn,McMillan,7/19/1988,Czech Republic,82.3,183,A+
Paulo,Rocha,3/31/1985,Cyprus (Anglicized),95.6,186,A+
Nahum,Yegorov,12/19/1986,Czech Republic,90.1,176,O+
Casey,Munro,9/6/1985,Belgium,66.6,171,O+
Timur,Lazarev,5/6/1984,Belgium,77.5,186,B+
Theodore,Bruce,1/14/1983,Austria,79.5,178,B+
Odovacar,Rumble,2/18/1989,Cyprus (Anglicized),57.5,69,AB+
Kuzma,Volkov,5/4/1992,Cyprus (Anglicized),81.0,171,B+
John,Armijo,3/12/1989,Cyprus (Anglicized),103.6,186,A+
Derek,Collins,3/21/1983,Czech Republic,75.0,182,B+
Nathan,Lewis,2/6/1990,Austria,83.5,179,O+
Isengar,Puddifoot,8/28/1987,Belgium,58.7,119,O+
Orgulas,Headstrong,7/7/1987,Denmark,63.4,73,A+
Edward,Sevilla,11/20/1980,Brazil,89.8,173,O+
Garry,Kennedy,6/1/1982,Czech Republic,110.6,175,O+
Dennis,Isayev,8/14/1989,Denmark,70.3,185,A+
Nikita,Vasin,9/8/1993,Cyprus (Anglicized),96.6,178,B+
Ferdinand,Boffin,3/21/1996,Brazil,64.1,80,B+
Stanley,McMillan,8/24/1979,Cyprus (Anglicized),63.0,179,B+
Jakob,Wallace,6/11/1992,Cyprus (Anglicized),108.6,171,O+
Ronald,Chamberlain,12/1/1990,Cyprus (Anglicized),72.0,167,A+
Rex,Boyd,2/12/1984,Cyprus (Anglicized),66.9,187,O+
Charles,Cook,7/15/1995,Czech Republic,93.6,171,O+
Lewis,Smith,11/19/1980,Czech Republic,97.7,179,B+
Ceredic,Diggle,12/8/1978,Brazil,60.8,75,O+
Lauren,Schick,7/8/1989,Czech Republic,72.4,168,B+
Agustin,Greig,10/25/1989,Canada,64.2,169,O+
Roan,Johnston,6/23/1978,Austria,93.8,186,A+
Rowan,Fraser,9/29/1991,Austria,65.5,167,B+
Daniel,Cunha,2/5/1987,Czech Republic,111.2,169,A+
Cillian,Christie,3/3/1985,Belgium,76.2,172,O-
Gorbaduc,Clayhanger,6/2/1991,Canada,50.9,65,B+
Hildigrim,Goold,1/14/1981,Belgium,47.4,111,B+
Leonardo,Souza,9/20/1986,Canada,95.3,178,A-
Gundabald,Chubb,5/3/1979,Austria,45.2,100,O+
Stepan,Biryukov,8/29/1990,Cyprus (Anglicized),63.1,178,B+
Leonardo,Silva,10/21/1991,Czech Republic,105.8,169,A+
Rorimac,Took-Took,1/9/1992,Czech Republic,54.2,111,A+
Bobby,Koehn,4/3/1986,Cyprus (Anglicized),107.8,183,O+
Diogo,Oliveira,7/8/1992,Austria,73.1,178,O+
James,Burge,7/14/1981,Austria,102.6,185,B+
Frederick,Herr,11/13/1995,Denmark,59.5,171,AB+
Kauê,Gomes,1/5/1997,Denmark,78.5,179,B+
Keiran,McDonald,4/16/1981,Brazil,102.9,174,A+
Porphyry,Yusupov,5/2/1992,Cyprus (Anglicized),90.1,173,A+
Mitchell,Stewart,5/8/1988,Cyprus (Anglicized),72.4,173,B+
Craig,Puckett,6/1/1996,Belgium,51.8,174,AB+
Dennis,Walsh,6/16/1992,Canada,63.5,188,O+
Tomás,Correia,3/27/1981,Cyprus (Anglicized),72.8,176,AB+
Kevin,Robinson,3/27/1994,Cyprus (Anglicized),96.9,174,O+
Kaua,Cardoso,10/12/1996,Cyprus (Anglicized),81.0,181,O-
Tracy,Thompson,10/12/1981,Belgium,97.4,175,A+
Porphyry,Yefimov,3/28/1989,Austria,104.9,188,A+
Ryan,Pereira,7/9/1984,Canada,100.8,180,B-
Arseny,Yuriev,5/20/1991,Denmark,109.3,189,A+
Ben,Dennis,9/7/1988,Cyprus (Anglicized),100.0,187,O+
Jeffrey,Payne,10/26/1983,Denmark,75.0,180,A+
Zack,Burns,1/23/1996,Czech Republic,69.7,178,A+
David,Carranza,2/5/1984,Brazil,83.0,190,A+
Nicolash,Pinto,5/19/1986,Canada,61.2,179,O+
Mike,Ogden,6/5/1986,Cyprus (Anglicized),65.4,187,B+
Magnus,Goldworthy,4/29/1979,Denmark,60.1,69,O+
Theodore,Aitken,7/7/1994,Denmark,77.4,170,O+
Leyton,Williamson,1/12/1988,Cyprus (Anglicized),92.1,187,O+
Malachy,McMillan,7/19/1982,Cyprus (Anglicized),71.3,168,B+
Jamal,Lazarev,6/20/1992,Austria,77.4,190,O+
Anthony,Sudduth,3/14/1986,Belgium,62.0,181,B+
Ranugad,Roper,2/24/1990,Czech Republic,59.1,76,B+
Vinícius,Cardoso,5/1/1995,Czech Republic,87.6,181,B+
Mateus,Pereira,3/25/1992,Austria,74.5,184,B+
Ildar,Abramovich,4/13/1986,Denmark,62.9,185,B-
Ilberic,Lightfoot,9/1/1992,Cyprus (Anglicized),60.2,85,A+
Igor,Alves,12/10/1991,Brazil,97.1,168,A-
Isaac,Morrison,11/25/1981,Cyprus (Anglicized),105.8,169,AB-
Bruno,Goold,4/4/1997,Austria,50.4,122,A+
Arthur,Duncan,11/12/1982,Cyprus (Anglicized),88.9,173,O+
Darren,Duncan,9/4/1990,Czech Republic,61.5,189,O+
Tiago,Martins,11/8/1984,Canada,95.1,169,O+
Guilherme,Carvalho,4/15/1982,Cyprus (Anglicized),76.7,180,A+
Rowan,Bruce,8/17/1987,Cyprus (Anglicized),109.6,170,B+
Frank,Guyer,8/7/1983,Belgium,74.0,178,O+
John,Graham,8/6/1978,Cyprus (Anglicized),112.6,185,A+
Hugh,Moore,5/30/1980,Belgium,110.7,175,O-
Scudamor,Chubb,11/9/1984,Denmark,49.7,113,B+
Saradas,Gamgee,5/22/1985,Austria,57.2,100,O+
Aaron,Watt,10/7/1993,Canada,58.5,183,O+
Filibert,Noakes,2/15/1985,Denmark,56.7,107,B+
Jacob,Avdeev,4/9/1990,Belgium,101.4,180,B+
Richard,Toth,12/23/1981,Cyprus (Anglicized),103.3,176,A+
Leonardo,Ferreira,11/6/1988,Austria,80.4,174,O+
Renan,Almeida,3/14/1994,Czech Republic,63.5,184,O+
Adelgrim,Smallburrow,4/6/1988,Cyprus (Anglicized),51.3,72,A-
Faramond,Sackville,10/30/1991,Belgium,52.6,96,O+
Joao,Melo,10/20/1978,Canada,83.2,172,O+
Berilac,Bracegirdle,10/22/1985,Brazil,48.2,62,A+
Ferumbras,Maggot,4/25/1994,Canada,59.8,89,AB-
Tim,Rumble,11/20/1993,Cyprus (Anglicized),50.5,99,O+
Patrick,McGregor,5/10/1994,Brazil,88.3,181,O+
Stephen,Becerra,9/4/1984,Austria,77.9,181,A+
Fredric,Whitford,5/31/1985,Cyprus (Anglicized),111.6,189,B+
Rafael,Rodrigues,6/11/1982,Brazil,72.5,182,A-
Brogan,Watt,10/4/1982,Canada,111.6,175,O+
Ephraim,Kapustin,10/14/1990,Denmark,86.3,174,O+
Hippolyte,Nevzorov,1/27/1987,Belgium,80.8,188,A+
Eric,Jamieson,1/2/1980,Brazil,87.9,179,B+
Vadim,Yevseyev,6/13/1994,Cyprus (Anglicized),56.3,178,B+
Stewart,Watson,3/4/1981,Canada,98.7,178,A+
Tigran,Kotov,11/1/1992,Cyprus (Anglicized),61.8,186,O+
Tobold,Galbassi,1/22/1981,Brazil,58.6,110,O+
Oscar,Mills,12/24/1984,Austria,76.9,169,B-
Gordon,Hart,8/20/1981,Czech Republic,75.3,189,B+
Elisha,Abramovich,8/5/1993,Austria,93.8,187,A+
Luís,Alves,4/23/1993,Cyprus (Anglicized),88.2,167,O+
Heribald,Took-Brandybuck,10/18/1980,Cyprus (Anglicized),57.7,73,A+
Faizan,Robertson,8/18/1996,Denmark,71.5,175,O+
Anatoly,Glazkov,1/10/1983,Belgium,90.5,182,O+
Lauchlan,Alexander,8/30/1986,Austria,97.4,187,A+
Cailean,Cunningham,1/4/1996,Cyprus (Anglicized),69.0,173,O+
Emelyan,Bodrov,12/21/1993,Czech Republic,69.3,183,A+
Samlad,Lothran,9/23/1996,Canada,52.4,99,O+
Dominic,Forbes,8/1/1982,Belgium,110.2,171,O-
Obo,Burrows,1/7/1997,Cyprus (Anglicized),56.8,104,A+
Carter,Watt,8/3/1993,Czech Republic,60.0,169,A+
Yaropolk,Alekseeva,2/25/1979,Austria,111.4,176,B+
José,Ribeiro,7/9/1980,Canada,92.1,189,O+
Zakir,Vinogradov,12/30/1984,Denmark,67.8,174,A+
Antony,Mitchell,6/7/1983,Canada,66.0,168,A+
Vsevolod,Balashov,10/30/1991,Canada,86.7,181,B+
Nestor,Andreev,9/20/1981,Canada,107.3,179,O-
Peter,Tarrance,6/25/1980,Belgium,74.9,188,O+
Davi,Correia,2/14/1983,Belgium,107.6,184,B+
Francis,Flores,11/17/1984,Austria,91.7,186,O+
Otávio,Santos,6/28/1992,Austria,59.5,188,O+
Caradoc,Brown,6/9/1986,Canada,57.3,86,B-
Kevin,Serrano,8/19/1987,Belgium,101.1,168,AB+
Ruaridh,McGregor,4/19/1979,Belgium,102.0,178,A+
Breno,Castro,10/13/1985,Austria,63.9,174,B+
Dennis,Carr,4/30/1984,Czech Republic,70.3,169,O+
Sebastian,Konovalov,11/20/1984,Canada,98.7,168,O+
Olo,Whitfoot,12/1/1990,Czech Republic,56.1,104,O+
Bogdan,Vasin,8/14/1990,Cyprus (Anglicized),81.6,190,A-
Joe,Stewart,12/25/1995,Cyprus (Anglicized),66.8,168,O+
Cotman,Took-Took,6/7/1995,Belgium,50.5,67,O+
Murray,Tisdale,2/14/1994,Czech Republic,90.4,173,B+
Felipe,Pereira,8/22/1983,Cyprus (Anglicized),61.9,182,B+
Ralph,Johnston,8/8/1989,Canada,108.1,173,AB+
Nick,Seleznev,4/14/1992,Denmark,65.3,171,AB+
Leyton,Forbes,9/6/1985,Cyprus (Anglicized),63.2,179,O+
Tomás,Rocha,5/6/1980,Brazil,64.3,185,O+
Lotho,Bolger-Baggins,7/5/1988,Canada,51.6,83,B+
Alan,Espinosa,1/18/1984,Czech Republic,91.1,186,A+
Ferumbras,Boffin,11/24/1986,Brazil,65.4,114,O+
Ramon,Cox,2/14/1992,Denmark,105.6,189,B+
Iago,Maggot,10/6/1984,Cyprus (Anglicized),48.1,61,O+
Mark,Manz,7/8/1996,Cyprus (Anglicized),90.2,181,O+
Rafael,Rodrigues,5/18/1989,Cyprus (Anglicized),72.2,171,A+
Pippin,Goold,9/26/1995,Austria,56.2,83,O+
Murilo,Alves,8/24/1990,Brazil,77.7,185,B+
Balbo,Greenhand,9/5/1978,Denmark,63.3,63,B+
David,Ortiz,3/22/1985,Brazil,109.2,176,B+
Kauan,Fernandes,1/29/1981,Cyprus (Anglicized),99.9,181,O-
Vitór,Cavalcanti,7/25/1994,Denmark,75.2,184,O+
Porro,Gamgee,7/31/1989,Austria,46.8,80,A+
Ernest,Zaitsev,10/20/1983,Belgium,62.8,168,O+
Stepan,Alexeeva,6/30/1983,Czech Republic,108.9,171,A+
Igor,Yudin,5/11/1984,Canada,74.7,189,O+
William,Townsend,5/12/1991,Brazil,93.6,179,B+
Mason,McMillan,10/9/1985,Cyprus (Anglicized),87.7,174,A+
Ignat,Kapustin,10/7/1990,Czech Republic,85.6,177,O+
Diogo,Cardoso,3/24/1985,Cyprus (Anglicized),98.6,177,A+
Nestor,Kovalev,10/27/1980,Austria,87.6,168,B+
Valentine,Ozerov,10/15/1994,Cyprus (Anglicized),70.3,165,B+
Fernando,Wolfe,9/20/1981,Cyprus (Anglicized),63.7,172,A+
Marmaduke,Sandyman,8/27/1995,Denmark,60.5,69,B+
Vadim,Anisimov,3/29/1988,Denmark,60.2,181,O+
Patrick,Decoteau,8/5/1996,Czech Republic,71.8,167,A+
Breno,Pereira,4/7/1989,Brazil,58.3,167,A+
André,Rodrigues,9/28/1985,Austria,60.8,181,B+
Chad,Cannon,1/25/1988,Canada,78.0,179,O+
Jaiden,Mackenzie,3/31/1985,Canada,74.6,171,A+
Guilherme,Pereira,1/15/1992,Cyprus (Anglicized),74.2,175,B+
Ansegar,Rumble,8/13/1992,Canada,57.8,70,B+
Meneaduc,Grubb,2/19/1983,Denmark,53.0,101,O-
Athanasius,Bodrov,7/14/1995,Austria,78.3,176,O+
Reece,Jones,12/29/1982,Belgium,113.2,178,O-
Andrew,Afanasyev,9/27/1985,Cyprus (Anglicized),67.7,170,B+
João,Cavalcanti,7/27/1994,Czech Republic,95.4,166,A+
Breno,Rodrigues,12/12/1988,Cyprus (Anglicized),61.1,167,A+
Terence,Evseev,11/7/1996,Cyprus (Anglicized),57.1,161,O+
Valerie,Evseev,4/19/1979,Denmark,89.9,180,O-
Gringamor,Puddifoot,8/3/1981,Belgium,62.5,90,O+
Jacob,Grant,5/15/1979,Belgium,106.4,168,A+
Proclus,Degtyarev,7/1/1983,Cyprus (Anglicized),61.2,189,O+
Jason,White,3/30/1995,Brazil,79.2,190,O+
Edgar,Degtyarev,12/30/1991,Cyprus (Anglicized),100.1,178,O+
Breno,Castro,3/13/1995,Cyprus (Anglicized),58.4,188,O+
Valerie,Aliyev,6/23/1994,Brazil,53.1,175,O+
Zinovy,Fyodorov,9/21/1978,Belgium,112.5,185,B+
James,Aguilar,11/19/1989,Denmark,90.9,173,O+
Saradoc,Goold,10/7/1987,Belgium,59.3,103,B+
Ildar,Bodrov,5/24/1983,Brazil,80.9,188,O+
Luan,Correia,12/22/1996,Austria,68.2,174,A+
Frank,Prosser,11/3/1991,Cyprus (Anglicized),103.9,178,O+
Maciej,Christie,1/13/1997,Brazil,77.7,187,B+
Tomacca,Gammidge,12/12/1988,Czech Republic,57.2,110,O+
Justin,Watson,12/2/1995,Czech Republic,60.8,164,A+
Subhan,Henderson,5/17/1986,Cyprus (Anglicized),62.1,175,O+
Erick,Castro,7/23/1986,Canada,61.4,185,A+
Terence,Fyodorov,9/9/1978,Czech Republic,71.0,185,B+
Marcus,Logan,12/24/1995,Denmark,84.0,176,O+
Artem,Matveyev,1/26/1995,Austria,78.9,168,O+
Nicol,Proudfoot,3/6/1981,Brazil,56.5,94,O-
Hilarion,Yermolayev,12/16/1985,Czech Republic,70.6,189,A+
Theo,Bell,6/27/1987,Czech Republic,99.8,170,O+
Thiago,Alves,2/28/1997,Brazil,90.3,182,A+
Antônio,Martins,11/13/1987,Czech Republic,74.2,176,O+
Obo,Proudfoot,11/10/1985,Cyprus (Anglicized),63.3,91,O-
Robert,Dickens,6/22/1993,Denmark,82.5,178,B+
Arthur,Azevedo,8/14/1984,Brazil,92.7,168,O+
Lucas,Azevedo,2/21/1983,Austria,99.9,180,A-
José,Azevedo,12/27/1993,Canada,74.6,171,B+
Wilimar,Bolger,4/4/1985,Czech Republic,47.3,107,B+
George,Gorman,5/4/1994,Brazil,76.1,169,B+
Zossima,Efimov,3/30/1994,Brazil,83.0,163,AB+
Vlad,Tretyakov,5/11/1990,Brazil,92.9,169,A+
Bobby,Fleming,1/11/1991,Austria,56.2,172,A+
Hamilcar,Took-Took,4/2/1980,Czech Republic,50.9,104,A+
George,Komarov,5/1/1990,Cyprus (Anglicized),72.1,171,B-
Arthur,Ferreira,4/25/1994,Canada,55.2,172,B+
Ian,McIntosh,5/14/1984,Denmark,105.6,171,B+
Cornelius,Istomin,2/1/1979,Cyprus (Anglicized),72.3,172,O+
Tiago,Lima,11/21/1984,Cyprus (Anglicized),75.4,172,AB+
Fredegar,Labingi,10/18/1993,Czech Republic,62.2,71,O+
Christian,Day,3/1/1996,Austria,72.9,185,A-
Mstislav,Shubin,12/12/1988,Denmark,73.7,186,A+
Barry,Forbes,6/28/1995,Czech Republic,58.4,174,B+
